respondent_id,persona,age_group,gender,city_tier,occupation,income_band,monthly_income_inr,purchase_frequency,preferred_categories,purchase_motivation,brand_affinity,brand_tier_score,resale_experience,preferred_channel,resale_pain_points,counterfeit_concern,auth_premium_willingness,escrow_preference,style_subcategories,watch_styles,color_material_pref,occasion_usage,avg_spend_band,avg_spend_inr,annual_budget_band,annual_budget_inr,resale_new_pref_score,desired_features,trust_drivers,adoption_likelihood,adoption_score,adoption_binary,discovery_channel,research_days,social_influence_source,peer_spend_band,price_switch_threshold_pct,incumbent_platform_trust,festive_purchase,trust_composite_score,spend_to_income_ratio,category_diversity_score,feature_demand_score,research_days_flagged,high_spend_ratio_flag
LL_1888,Aspirational Professional,25–34,Male,Tier 1 (Metro),Salaried – Private,"₹1,00,001–₹2,50,000",175000,Once a year or less,"Handbags & Purses, Watches & Timepieces, Small Leather Goods","Personal reward / self-indulgence, Investment / asset appreciation, Gifting to others","Aspirational luxury (Gucci, Prada, Burberry)",3,"No, but open to it",Instagram / WhatsApp (informal),"Difficulty verifying item condition, Lack of transparent pricing, Unreliable logistics and delivery, No post-sale recourse or return policy",4,3,5,"Structured handbags (Birkin, Classic Flap), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry",Not applicable,"Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Classic leather (smooth, grained), Gold hardware preference, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹10,000–₹50,000",30000,"₹1,00,001–₹3,00,000",200000,7,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Verified seller ratings and reviews, Transparent pricing benchmarks, Physical authentication centers in India",Neutral,3,0,YouTube,9,Partner / spouse,"₹1,00,001–₹2,50,000",37,3,No,4.0,0.17,3,7,0,0
LL_1889,Cautious Explorer,18–24,Male,Tier 3 / Small Town,Salaried – Private,"₹50,000–₹1,00,000",75000,Once every 2–3 months,"Watches & Timepieces, Sneakers & Footwear, Small Leather Goods, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Investment / asset appreciation, Sustainability (pre-owned is eco-friendly)","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,Yes – bought only,Vestiaire Collective / Tradesy (international),Lack of transparent pricing,4,2,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000)","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Professional / office settings, Long-term investment / asset to hold","₹10,000–₹50,000",30000,"₹25,000–₹1,00,000",62500,6,"Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker","Partnerships with luxury brands, Media coverage and social proof, Physical authentication centers in India",Neutral,3,0,Online article / blog,34,Peers / friends,"₹1,00,001–₹2,50,000",28,2,Yes,3.33,0.4,4,3,0,0
LL_1890,Gen Z / Hype Buyer,25–34,Male,Tier 1 (Metro),Student,"Below ₹50,000",35000,2–3 times a year,"Sneakers & Footwear, Small Leather Goods, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Status and social signaling, Gifting to others","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,"No, but open to it",Have not used any platform,"Risk of counterfeit / fake items, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",3,4,4,"Sneakers – Hype / Limited Edition (Yeezy, Off-White)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic","Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹50,001–₹1,50,000",100000,"Below ₹25,000",15000,7,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Partnerships with luxury brands, Media coverage and social proof, Transparent pricing benchmarks",Unlikely,2,0,YouTube,3,Self-driven / independent,"Below ₹50,000",21,3,No,3.67,2.86,3,7,0,0
LL_1891,Aspirational Professional,25–34,Female,Tier 2,Freelancer/Consultant,"₹2,50,001–₹5,00,000",375000,2–3 times a year,Apparel & Ready-to-Wear,Status and social signaling,"Accessible luxury (Longchamp, Kate Spade, Tumi)",2,"No, but open to it",Darveys / Luxepolis / Confidential Couture (India),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, No post-sale recourse or return policy",4,4,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Exotic materials (python, ostrich, croc), Silver hardware preference","Professional / office settings, Long-term investment / asset to hold","₹50,001–₹1,50,000",100000,"₹1,00,001–₹3,00,000",200000,8,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Verified seller ratings and reviews, Partnerships with luxury brands, Physical authentication centers in India",Very Likely,5,1,YouTube,14,Peers / friends,"₹5,00,001–₹10,00,000",30,4,Yes,4.0,0.27,1,6,0,0
LL_1892,Professional Reseller,25–34,Male,Tier 1 (Metro),Freelancer/Consultant,"₹50,000–₹1,00,000",75000,Once a month,Small Leather Goods,"Investment / asset appreciation, Gifting to others","Aspirational luxury (Gucci, Prada, Burberry)",3,"No, not interested",Darveys / Luxepolis / Confidential Couture (India),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing",5,5,4,"Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Neutral tones (black, beige, tan), Silver hardware preference",Long-term investment / asset to hold,"₹50,001–₹1,50,000",100000,"₹10,00,001–₹30,00,000",2000000,9,Blockchain-backed ownership record,Physical authentication centers in India,Likely,4,1,Brand store / website,10,Family,"₹50,000–₹1,00,000",22,3,No,4.67,1.33,1,1,0,0
LL_1893,Gen Z / Hype Buyer,25–34,Female,Tier 2,Student,"₹2,50,001–₹5,00,000",375000,Once a year or less,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Investment / asset appreciation","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,Yes – both bought and sold,Instagram / WhatsApp (informal),"Risk of counterfeit / fake items, Difficulty verifying item condition, Complicated or risky payment process, Unreliable logistics and delivery",4,2,4,"Casual/tote bags (Neverfull, Speedy)","Sports/dive watches (Rolex Sub, AP Royal Oak), Vintage / classic pieces (pre-2000)","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic","Daily / everyday use, Professional / office settings, Special events (weddings, parties)","₹10,000–₹50,000",30000,"₹10,00,001–₹30,00,000",2000000,9,"Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Partnerships with luxury brands, Transparent pricing benchmarks",Unlikely,2,0,YouTube,8,Self-driven / independent,"₹2,50,001–₹5,00,000",15,3,No,3.33,0.08,6,3,0,0
LL_1894,HNW Collector,55+,Female,Tier 1 (Metro),Business Owner/Entrepreneur,"Above ₹10,00,000",1500000,Once a month,"Handbags & Purses, Sneakers & Footwear, Small Leather Goods, Apparel & Ready-to-Wear",Sustainability (pre-owned is eco-friendly),"True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – sold only,Darveys / Luxepolis / Confidential Couture (India),No post-sale recourse or return policy,4,5,4,"Structured handbags (Birkin, Classic Flap), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Exotic materials (python, ostrich, croc), Gold hardware preference",Daily / everyday use,"₹5,00,001–₹15,00,000",1000000,"₹3,00,001–₹10,00,000",650000,7,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee",Physical authentication centers in India,Neutral,3,0,Online article / blog,49,Peers / friends,"Above ₹10,00,000",9,4,Yes,4.33,0.67,4,6,0,0
LL_1895,Aspirational Professional,25–34,Female,Tier 2,Salaried – Private,"₹5,00,001–₹10,00,000",750000,2–3 times a year,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Status and social signaling, Investment / asset appreciation","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,Yes – bought only,OLX / Quikr (classifieds),"Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",5,4,4,"Casual/tote bags (Neverfull, Speedy)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Classic leather (smooth, grained)","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹1,50,001–₹5,00,000",325000,"₹1,00,001–₹3,00,000",200000,9,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Trade-in or buy-back guarantee",Verified seller ratings and reviews,Very Likely,5,1,YouTube,16,Family,"₹5,00,001–₹10,00,000",32,2,Yes,4.33,0.43,4,4,0,0
LL_1896,Aspirational Professional,45–54,Male,Tier 1 (Metro),Salaried – Private,"₹50,000–₹1,00,000",75000,2–3 times a year,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Investment / asset appreciation, Gifting to others","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,"No, but open to it",Instagram / WhatsApp (informal),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",3,5,3,"Casual/tote bags (Neverfull, Speedy)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Neutral tones (black, beige, tan), Gold hardware preference, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties)","₹10,000–₹50,000",30000,"₹1,00,001–₹3,00,000",200000,5,"AI-powered authentication certificate, Escrow payment protection, Live auctions / social bidding, Dedicated customer support SLA","Media coverage and social proof, Transparent pricing benchmarks",Neutral,3,0,Instagram / Reels,9,Partner / spouse,"₹50,000–₹1,00,000",23,3,Yes,3.67,0.4,6,4,0,0
LL_1897,Professional Reseller,35–44,Male,Tier 2,Freelancer/Consultant,"₹1,00,001–₹2,50,000",175000,Multiple times a month,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories","Personal reward / self-indulgence, Status and social signaling, Investment / asset appreciation","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – sold only,Vestiaire Collective / Tradesy (international),Lack of transparent pricing,5,3,2,"Structured handbags (Birkin, Classic Flap), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Gold/diamond fine jewelry",Not applicable,"Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Gold hardware preference, Silver hardware preference","Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹50,001–₹1,50,000",100000,"₹10,00,001–₹30,00,000",2000000,7,Live auctions / social bidding,"Verified seller ratings and reviews, Partnerships with luxury brands, Transparent pricing benchmarks",Likely,4,1,YouTube,22,Self-driven / independent,"₹2,50,001–₹5,00,000",26,3,Yes,3.33,0.57,4,1,0,0
LL_1898,Aspirational Professional,25–34,Female,Tier 2,Business Owner/Entrepreneur,"₹5,00,001–₹10,00,000",750000,2–3 times a year,"Handbags & Purses, Small Leather Goods","Personal reward / self-indulgence, Status and social signaling, Sustainability (pre-owned is eco-friendly)","Aspirational luxury (Gucci, Prada, Burberry)",3,"No, but open to it",Darveys / Luxepolis / Confidential Couture (India),"Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",3,5,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Sneakers – Classic (Air Jordan, Stan Smith), Gold/diamond fine jewelry","Dress watches (Cartier Tank, Patek Calatrava)",Minimalist / logo-free aesthetic,"Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹50,001–₹1,50,000",100000,"₹10,00,001–₹30,00,000",2000000,7,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Partnerships with luxury brands, Media coverage and social proof",Very Likely,5,1,Friends & Family,24,Self-driven / independent,"Above ₹10,00,000",28,3,No,4.0,0.13,2,7,0,0
